x_interval,y_interval,count,percentage,Pitch_Number,alpha
"(44.0, 48.0)","(64.0, 68.0)",81,0.2,347,0.28222996515679444
"(44.0, 48.0)","(68.0, 72.0)",74,0.18,348,0.2578397212543554
"(44.0, 48.0)","(72.0, 76.0)",62,0.15,349,0.21602787456445993
"(44.0, 48.0)","(76.0, 80.0)",75,0.18,350,0.2613240418118467
"(44.0, 48.0)","(80.0, 84.0)",54,0.13,351,0.18815331010452963
"(44.0, 48.0)","(84.0, 88.0)",41,0.1,352,0.14285714285714285
"(44.0, 48.0)","(88.0, 92.0)",32,0.08,353,0.11149825783972125
"(44.0, 48.0)","(92.0, 96.0)",31,0.07,354,0.10801393728222997
"(44.0, 48.0)","(96.0, 100.0)",19,0.05,355,0.06620209059233449
"(44.0, 48.0)","(100.0, 104.0)",13,0.03,356,0.04529616724738676
"(44.0, 48.0)","(104.0, 108.0)",14,0.03,357,0.04878048780487805
"(44.0, 48.0)","(108.0, 112.0)",7,0.02,358,0.024390243902439025
"(44.0, 48.0)","(112.0, 116.0)",4,0.01,359,0.013937282229965157
"(44.0, 48.0)","(116.0, 120.0)",3,0.01,360,0.010452961672473868
"(48.0, 52.0)","(0.0, 4.0)",12,0.03,361,0.041811846689895474
"(48.0, 52.0)","(4.0, 8.0)",25,0.06,362,0.08710801393728224
"(48.0, 52.0)","(8.0, 12.0)",51,0.12,363,0.17770034843205576
"(48.0, 52.0)","(12.0, 16.0)",79,0.19,364,0.27526132404181186
"(48.0, 52.0)","(16.0, 20.0)",29,0.07,365,0.10104529616724739
"(48.0, 52.0)","(20.0, 24.0)",71,0.17,366,0.24738675958188153
"(48.0, 52.0)","(24.0, 28.0)",50,0.12,367,0.17421602787456447
"(48.0, 52.0)","(28.0, 32.0)",68,0.16,368,0.23693379790940766
"(48.0, 52.0)","(32.0, 36.0)",59,0.14,369,0.20557491289198607
"(48.0, 52.0)","(36.0, 40.0)",58,0.14,370,0.20209059233449478
"(48.0, 52.0)","(40.0, 44.0)",130,0.31,371,0.4529616724738676
"(48.0, 52.0)","(44.0, 48.0)",89,0.21,372,0.31010452961672474
"(48.0, 52.0)","(48.0, 52.0)",170,0.41,373,0.5923344947735192
"(48.0, 52.0)","(52.0, 56.0)",109,0.26,374,0.3797909407665505
"(48.0, 52.0)","(56.0, 60.0)",97,0.23,375,0.33797909407665505
"(48.0, 52.0)","(60.0, 64.0)",67,0.16,376,0.23344947735191637
"(48.0, 52.0)","(64.0, 68.0)",85,0.2,377,0.2961672473867596
"(48.0, 52.0)","(68.0, 72.0)",145,0.35,378,0.5052264808362369
"(48.0, 52.0)","(72.0, 76.0)",74,0.18,379,0.2578397212543554
"(48.0, 52.0)","(76.0, 80.0)",86,0.21,380,0.29965156794425085
"(48.0, 52.0)","(80.0, 84.0)",61,0.15,381,0.21254355400696864
"(48.0, 52.0)","(84.0, 88.0)",67,0.16,382,0.23344947735191637
"(48.0, 52.0)","(88.0, 92.0)",69,0.17,383,0.24041811846689895
"(48.0, 52.0)","(92.0, 96.0)",41,0.1,384,0.14285714285714285
"(48.0, 52.0)","(96.0, 100.0)",41,0.1,385,0.14285714285714285
"(48.0, 52.0)","(100.0, 104.0)",15,0.04,386,0.05226480836236934
"(48.0, 52.0)","(104.0, 108.0)",13,0.03,387,0.04529616724738676
"(48.0, 52.0)","(108.0, 112.0)",15,0.04,388,0.05226480836236934
"(48.0, 52.0)","(112.0, 116.0)",4,0.01,389,0.013937282229965157
"(48.0, 52.0)","(116.0, 120.0)",5,0.01,390,0.017421602787456445
"(52.0, 56.0)","(0.0, 4.0)",21,0.05,391,0.07317073170731707
"(52.0, 56.0)","(4.0, 8.0)",27,0.07,392,0.09407665505226481
"(52.0, 56.0)","(8.0, 12.0)",37,0.09,393,0.1289198606271777
"(52.0, 56.0)","(12.0, 16.0)",59,0.14,394,0.20557491289198607
"(52.0, 56.0)","(16.0, 20.0)",33,0.08,395,0.11498257839721254
"(52.0, 56.0)","(20.0, 24.0)",65,0.16,396,0.2264808362369338
"(52.0, 56.0)","(24.0, 28.0)",66,0.16,397,0.22996515679442509
"(52.0, 56.0)","(28.0, 32.0)",76,0.18,398,0.26480836236933797
"(52.0, 56.0)","(32.0, 36.0)",84,0.2,399,0.2926829268292683
"(52.0, 56.0)","(36.0, 40.0)",67,0.16,400,0.23344947735191637
"(52.0, 56.0)","(40.0, 44.0)",117,0.28,401,0.4076655052264808
"(52.0, 56.0)","(44.0, 48.0)",113,0.27,402,0.39372822299651566
"(52.0, 56.0)","(48.0, 52.0)",170,0.41,403,0.5923344947735192
"(52.0, 56.0)","(52.0, 56.0)",112,0.27,404,0.3902439024390244
"(52.0, 56.0)","(56.0, 60.0)",110,0.27,405,0.3832752613240418
"(52.0, 56.0)","(60.0, 64.0)",131,0.32,406,0.4564459930313589
"(52.0, 56.0)","(64.0, 68.0)",127,0.31,407,0.4425087108013937
"(52.0, 56.0)","(68.0, 72.0)",130,0.31,408,0.4529616724738676
"(52.0, 56.0)","(72.0, 76.0)",99,0.24,409,0.34494773519163763
"(52.0, 56.0)","(76.0, 80.0)",129,0.31,410,0.44947735191637633
"(52.0, 56.0)","(80.0, 84.0)",80,0.19,411,0.2787456445993031
"(52.0, 56.0)","(84.0, 88.0)",84,0.2,412,0.2926829268292683
"(52.0, 56.0)","(88.0, 92.0)",81,0.2,413,0.28222996515679444
"(52.0, 56.0)","(92.0, 96.0)",51,0.12,414,0.17770034843205576
"(52.0, 56.0)","(96.0, 100.0)",68,0.16,415,0.23693379790940766
"(52.0, 56.0)","(100.0, 104.0)",33,0.08,416,0.11498257839721254
"(52.0, 56.0)","(104.0, 108.0)",38,0.09,417,0.13240418118466898
"(52.0, 56.0)","(108.0, 112.0)",21,0.05,418,0.07317073170731707
"(52.0, 56.0)","(112.0, 116.0)",24,0.06,419,0.08362369337979095
"(52.0, 56.0)","(116.0, 120.0)",21,0.05,420,0.07317073170731707
"(56.0, 60.0)","(0.0, 4.0)",21,0.05,421,0.07317073170731707
"(56.0, 60.0)","(4.0, 8.0)",26,0.06,422,0.09059233449477352
"(56.0, 60.0)","(8.0, 12.0)",39,0.09,423,0.13588850174216027
"(56.0, 60.0)","(12.0, 16.0)",43,0.1,424,0.14982578397212543
"(56.0, 60.0)","(16.0, 20.0)",38,0.09,425,0.13240418118466898
"(56.0, 60.0)","(20.0, 24.0)",69,0.17,426,0.24041811846689895
"(56.0, 60.0)","(24.0, 28.0)",64,0.15,427,0.2229965156794425
"(56.0, 60.0)","(28.0, 32.0)",75,0.18,428,0.2613240418118467
"(56.0, 60.0)","(32.0, 36.0)",91,0.22,429,0.3170731707317073
"(56.0, 60.0)","(36.0, 40.0)",62,0.15,430,0.21602787456445993
"(56.0, 60.0)","(40.0, 44.0)",115,0.28,431,0.40069686411149824
"(56.0, 60.0)","(44.0, 48.0)",97,0.23,432,0.33797909407665505
"(56.0, 60.0)","(48.0, 52.0)",126,0.3,433,0.43902439024390244
"(56.0, 60.0)","(52.0, 56.0)",101,0.24,434,0.3519163763066202
"(56.0, 60.0)","(56.0, 60.0)",105,0.25,435,0.36585365853658536
"(56.0, 60.0)","(60.0, 64.0)",132,0.32,436,0.45993031358885017
"(56.0, 60.0)","(64.0, 68.0)",120,0.29,437,0.4181184668989547
"(56.0, 60.0)","(68.0, 72.0)",170,0.41,438,0.5923344947735192
"(56.0, 60.0)","(72.0, 76.0)",97,0.23,439,0.33797909407665505
"(56.0, 60.0)","(76.0, 80.0)",151,0.36,440,0.5261324041811847
"(56.0, 60.0)","(80.0, 84.0)",84,0.2,441,0.2926829268292683
"(56.0, 60.0)","(84.0, 88.0)",105,0.25,442,0.36585365853658536
"(56.0, 60.0)","(88.0, 92.0)",121,0.29,443,0.42160278745644597
"(56.0, 60.0)","(92.0, 96.0)",92,0.22,444,0.3205574912891986
"(56.0, 60.0)","(96.0, 100.0)",90,0.22,445,0.313588850174216
"(56.0, 60.0)","(100.0, 104.0)",35,0.08,446,0.12195121951219512
"(56.0, 60.0)","(104.0, 108.0)",52,0.13,447,0.18118466898954705
"(56.0, 60.0)","(108.0, 112.0)",41,0.1,448,0.14285714285714285
"(56.0, 60.0)","(112.0, 116.0)",25,0.06,449,0.08710801393728224
"(56.0, 60.0)","(116.0, 120.0)",32,0.08,450,0.11149825783972125
"(60.0, 64.0)","(0.0, 4.0)",3,0.01,451,0.010452961672473868
"(60.0, 64.0)","(4.0, 8.0)",13,0.03,452,0.04529616724738676
"(60.0, 64.0)","(8.0, 12.0)",19,0.05,453,0.06620209059233449
"(60.0, 64.0)","(12.0, 16.0)",34,0.08,454,0.11846689895470383
"(60.0, 64.0)","(16.0, 20.0)",24,0.06,455,0.08362369337979095
"(60.0, 64.0)","(20.0, 24.0)",51,0.12,456,0.17770034843205576
"(60.0, 64.0)","(24.0, 28.0)",53,0.13,457,0.18466898954703834
"(60.0, 64.0)","(28.0, 32.0)",60,0.14,458,0.20905923344947736
"(60.0, 64.0)","(32.0, 36.0)",71,0.17,459,0.24738675958188153
"(60.0, 64.0)","(36.0, 40.0)",51,0.12,460,0.17770034843205576
"(60.0, 64.0)","(40.0, 44.0)",97,0.23,461,0.33797909407665505
"(60.0, 64.0)","(44.0, 48.0)",79,0.19,462,0.27526132404181186
"(60.0, 64.0)","(48.0, 52.0)",98,0.24,463,0.34146341463414637
"(60.0, 64.0)","(52.0, 56.0)",90,0.22,464,0.313588850174216
"(60.0, 64.0)","(56.0, 60.0)",103,0.25,465,0.3588850174216028
"(60.0, 64.0)","(60.0, 64.0)",108,0.26,466,0.37630662020905925
"(60.0, 64.0)","(64.0, 68.0)",108,0.26,467,0.37630662020905925
"(60.0, 64.0)","(68.0, 72.0)",137,0.33,468,0.47735191637630664
"(60.0, 64.0)","(72.0, 76.0)",78,0.19,469,0.27177700348432055
"(60.0, 64.0)","(76.0, 80.0)",120,0.29,470,0.4181184668989547
"(60.0, 64.0)","(80.0, 84.0)",95,0.23,471,0.3310104529616725
"(60.0, 64.0)","(84.0, 88.0)",118,0.28,472,0.41114982578397213
"(60.0, 64.0)","(88.0, 92.0)",106,0.26,473,0.3693379790940767
"(60.0, 64.0)","(92.0, 96.0)",65,0.16,474,0.2264808362369338
"(60.0, 64.0)","(96.0, 100.0)",64,0.15,475,0.2229965156794425
"(60.0, 64.0)","(100.0, 104.0)",24,0.06,476,0.08362369337979095
"(60.0, 64.0)","(104.0, 108.0)",45,0.11,477,0.156794425087108
"(60.0, 64.0)","(108.0, 112.0)",29,0.07,478,0.10104529616724739
"(60.0, 64.0)","(112.0, 116.0)",17,0.04,479,0.059233449477351915
"(60.0, 64.0)","(116.0, 120.0)",6,0.01,480,0.020905923344947737
"(64.0, 68.0)","(0.0, 4.0)",8,0.02,481,0.027874564459930314
"(64.0, 68.0)","(4.0, 8.0)",12,0.03,482,0.041811846689895474
"(64.0, 68.0)","(8.0, 12.0)",22,0.05,483,0.07665505226480836
"(64.0, 68.0)","(12.0, 16.0)",29,0.07,484,0.10104529616724739
"(64.0, 68.0)","(16.0, 20.0)",21,0.05,485,0.07317073170731707
"(64.0, 68.0)","(20.0, 24.0)",40,0.1,486,0.13937282229965156
"(64.0, 68.0)","(24.0, 28.0)",32,0.08,487,0.11149825783972125
"(64.0, 68.0)","(28.0, 32.0)",49,0.12,488,0.17073170731707318
"(64.0, 68.0)","(32.0, 36.0)",63,0.15,489,0.21951219512195122
"(64.0, 68.0)","(36.0, 40.0)",71,0.17,490,0.24738675958188153
"(64.0, 68.0)","(40.0, 44.0)",84,0.2,491,0.2926829268292683
"(64.0, 68.0)","(44.0, 48.0)",61,0.15,492,0.21254355400696864
"(64.0, 68.0)","(48.0, 52.0)",111,0.27,493,0.3867595818815331
"(64.0, 68.0)","(52.0, 56.0)",95,0.23,494,0.3310104529616725
"(64.0, 68.0)","(56.0, 60.0)",105,0.25,495,0.36585365853658536
"(64.0, 68.0)","(60.0, 64.0)",125,0.3,496,0.4355400696864111
"(64.0, 68.0)","(64.0, 68.0)",105,0.25,497,0.36585365853658536
"(64.0, 68.0)","(68.0, 72.0)",127,0.31,498,0.4425087108013937
"(64.0, 68.0)","(72.0, 76.0)",94,0.23,499,0.32752613240418116
"(64.0, 68.0)","(76.0, 80.0)",140,0.34,500,0.4878048780487805
"(64.0, 68.0)","(80.0, 84.0)",96,0.23,501,0.3344947735191638
"(64.0, 68.0)","(84.0, 88.0)",93,0.22,502,0.3240418118466899
"(64.0, 68.0)","(88.0, 92.0)",100,0.24,503,0.34843205574912894
"(64.0, 68.0)","(92.0, 96.0)",61,0.15,504,0.21254355400696864
"(64.0, 68.0)","(96.0, 100.0)",78,0.19,505,0.27177700348432055
"(64.0, 68.0)","(100.0, 104.0)",32,0.08,506,0.11149825783972125
"(64.0, 68.0)","(104.0, 108.0)",52,0.13,507,0.18118466898954705
"(64.0, 68.0)","(108.0, 112.0)",37,0.09,508,0.1289198606271777
"(64.0, 68.0)","(112.0, 116.0)",25,0.06,509,0.08710801393728224
"(64.0, 68.0)","(116.0, 120.0)",15,0.04,510,0.05226480836236934
"(68.0, 72.0)","(0.0, 4.0)",8,0.02,511,0.027874564459930314
"(68.0, 72.0)","(4.0, 8.0)",10,0.02,512,0.03484320557491289
"(68.0, 72.0)","(8.0, 12.0)",28,0.07,513,0.0975609756097561
"(68.0, 72.0)","(12.0, 16.0)",24,0.06,514,0.08362369337979095
"(68.0, 72.0)","(16.0, 20.0)",38,0.09,515,0.13240418118466898
"(68.0, 72.0)","(20.0, 24.0)",40,0.1,516,0.13937282229965156
"(68.0, 72.0)","(24.0, 28.0)",35,0.08,517,0.12195121951219512
"(68.0, 72.0)","(28.0, 32.0)",52,0.13,518,0.18118466898954705
"(68.0, 72.0)","(32.0, 36.0)",62,0.15,519,0.21602787456445993
"(68.0, 72.0)","(36.0, 40.0)",68,0.16,520,0.23693379790940766
"(68.0, 72.0)","(40.0, 44.0)",91,0.22,521,0.3170731707317073
"(68.0, 72.0)","(44.0, 48.0)",72,0.17,522,0.2508710801393728
"(68.0, 72.0)","(48.0, 52.0)",98,0.24,523,0.34146341463414637
"(68.0, 72.0)","(52.0, 56.0)",90,0.22,524,0.313588850174216
"(68.0, 72.0)","(56.0, 60.0)",84,0.2,525,0.2926829268292683
"(68.0, 72.0)","(60.0, 64.0)",124,0.3,526,0.43205574912891986
"(68.0, 72.0)","(64.0, 68.0)",110,0.27,527,0.3832752613240418
"(68.0, 72.0)","(68.0, 72.0)",125,0.3,528,0.4355400696864111
"(68.0, 72.0)","(72.0, 76.0)",76,0.18,529,0.26480836236933797
"(68.0, 72.0)","(76.0, 80.0)",135,0.33,530,0.47038327526132406
"(68.0, 72.0)","(80.0, 84.0)",79,0.19,531,0.27526132404181186
"(68.0, 72.0)","(84.0, 88.0)",90,0.22,532,0.313588850174216
"(68.0, 72.0)","(88.0, 92.0)",77,0.19,533,0.2682926829268293
"(68.0, 72.0)","(92.0, 96.0)",66,0.16,534,0.22996515679442509
"(68.0, 72.0)","(96.0, 100.0)",62,0.15,535,0.21602787456445993
"(68.0, 72.0)","(100.0, 104.0)",55,0.13,536,0.1916376306620209
"(68.0, 72.0)","(104.0, 108.0)",61,0.15,537,0.21254355400696864
"(68.0, 72.0)","(108.0, 112.0)",32,0.08,538,0.11149825783972125
"(68.0, 72.0)","(112.0, 116.0)",17,0.04,539,0.059233449477351915
"(68.0, 72.0)","(116.0, 120.0)",16,0.04,540,0.05574912891986063
"(72.0, 76.0)","(0.0, 4.0)",11,0.03,541,0.03832752613240418
"(72.0, 76.0)","(4.0, 8.0)",13,0.03,542,0.04529616724738676
"(72.0, 76.0)","(8.0, 12.0)",31,0.07,543,0.10801393728222997
"(72.0, 76.0)","(12.0, 16.0)",40,0.1,544,0.13937282229965156
"(72.0, 76.0)","(16.0, 20.0)",28,0.07,545,0.0975609756097561
"(72.0, 76.0)","(20.0, 24.0)",38,0.09,546,0.13240418118466898
"(72.0, 76.0)","(24.0, 28.0)",37,0.09,547,0.1289198606271777
"(72.0, 76.0)","(28.0, 32.0)",55,0.13,548,0.1916376306620209
"(72.0, 76.0)","(32.0, 36.0)",73,0.18,549,0.25435540069686413
"(72.0, 76.0)","(36.0, 40.0)",63,0.15,550,0.21951219512195122
"(72.0, 76.0)","(40.0, 44.0)",94,0.23,551,0.32752613240418116
"(72.0, 76.0)","(44.0, 48.0)",74,0.18,552,0.2578397212543554
"(72.0, 76.0)","(48.0, 52.0)",97,0.23,553,0.33797909407665505
"(72.0, 76.0)","(52.0, 56.0)",73,0.18,554,0.25435540069686413
"(72.0, 76.0)","(56.0, 60.0)",82,0.2,555,0.2857142857142857
"(72.0, 76.0)","(60.0, 64.0)",96,0.23,556,0.3344947735191638
"(72.0, 76.0)","(64.0, 68.0)",105,0.25,557,0.36585365853658536
"(72.0, 76.0)","(68.0, 72.0)",170,0.41,558,0.5923344947735192
"(72.0, 76.0)","(72.0, 76.0)",76,0.18,559,0.26480836236933797
"(72.0, 76.0)","(76.0, 80.0)",145,0.35,560,0.5052264808362369
"(72.0, 76.0)","(80.0, 84.0)",88,0.21,561,0.30662020905923343
"(72.0, 76.0)","(84.0, 88.0)",119,0.29,562,0.4146341463414634
"(72.0, 76.0)","(88.0, 92.0)",89,0.21,563,0.31010452961672474
"(72.0, 76.0)","(92.0, 96.0)",70,0.17,564,0.24390243902439024
"(72.0, 76.0)","(96.0, 100.0)",93,0.22,565,0.3240418118466899
"(72.0, 76.0)","(100.0, 104.0)",55,0.13,566,0.1916376306620209
"(72.0, 76.0)","(104.0, 108.0)",53,0.13,567,0.18466898954703834
"(72.0, 76.0)","(108.0, 112.0)",35,0.08,568,0.12195121951219512
"(72.0, 76.0)","(112.0, 116.0)",15,0.04,569,0.05226480836236934
"(72.0, 76.0)","(116.0, 120.0)",17,0.04,570,0.059233449477351915
"(76.0, 80.0)","(0.0, 4.0)",3,0.01,571,0.010452961672473868
"(76.0, 80.0)","(4.0, 8.0)",10,0.02,572,0.03484320557491289
"(76.0, 80.0)","(8.0, 12.0)",24,0.06,573,0.08362369337979095
"(76.0, 80.0)","(12.0, 16.0)",28,0.07,574,0.0975609756097561
"(76.0, 80.0)","(16.0, 20.0)",22,0.05,575,0.07665505226480836
"(76.0, 80.0)","(20.0, 24.0)",45,0.11,576,0.156794425087108
"(76.0, 80.0)","(24.0, 28.0)",37,0.09,577,0.1289198606271777
"(76.0, 80.0)","(28.0, 32.0)",53,0.13,578,0.18466898954703834
"(76.0, 80.0)","(32.0, 36.0)",54,0.13,579,0.18815331010452963
"(76.0, 80.0)","(36.0, 40.0)",49,0.12,580,0.17073170731707318
"(76.0, 80.0)","(40.0, 44.0)",73,0.18,581,0.25435540069686413
"(76.0, 80.0)","(44.0, 48.0)",53,0.13,582,0.18466898954703834
"(76.0, 80.0)","(48.0, 52.0)",86,0.21,583,0.29965156794425085
"(76.0, 80.0)","(52.0, 56.0)",61,0.15,584,0.21254355400696864
"(76.0, 80.0)","(56.0, 60.0)",83,0.2,585,0.289198606271777
"(76.0, 80.0)","(60.0, 64.0)",66,0.16,586,0.22996515679442509
"(76.0, 80.0)","(64.0, 68.0)",90,0.22,587,0.313588850174216
"(76.0, 80.0)","(68.0, 72.0)",101,0.24,588,0.3519163763066202
"(76.0, 80.0)","(72.0, 76.0)",63,0.15,589,0.21951219512195122
"(76.0, 80.0)","(76.0, 80.0)",109,0.26,590,0.3797909407665505
"(76.0, 80.0)","(80.0, 84.0)",64,0.15,591,0.2229965156794425
"(76.0, 80.0)","(84.0, 88.0)",99,0.24,592,0.34494773519163763
"(76.0, 80.0)","(88.0, 92.0)",78,0.19,593,0.27177700348432055
"(76.0, 80.0)","(92.0, 96.0)",64,0.15,594,0.2229965156794425
"(76.0, 80.0)","(96.0, 100.0)",61,0.15,595,0.21254355400696864
"(76.0, 80.0)","(100.0, 104.0)",41,0.1,596,0.14285714285714285
"(76.0, 80.0)","(104.0, 108.0)",56,0.14,597,0.1951219512195122
"(76.0, 80.0)","(108.0, 112.0)",44,0.11,598,0.15331010452961671
"(76.0, 80.0)","(112.0, 116.0)",27,0.07,599,0.09407665505226481
"(76.0, 80.0)","(116.0, 120.0)",197,0.48,600,0.686411149825784
